ACTR5,ENSG00000101442,Arp5|INO80M,Homo sapiens,20,38748460,38772520,protein_coding,ENSG00000101442.10, ,https://www.uniprot.org/uniprot/Q9H9F9#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9H9F9,http://www.phosphosite.org/uniprotAccAction?id=Q9H9F9,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000243903,https://thebiogrid.org/122993/summary/homo-sapiens/,,N.D.,,,,,,,,,,,,,,,,
ADAR,ENSG00000160710,ADAR1|AGS6|DRADA|DSH|DSRAD|G1P1|IFI-4|IFI4|K88DSRBP|P136,Homo sapiens,1,154582057,154628013,protein_coding,ENSG00000160710.17, ,https://www.uniprot.org/uniprot/P55265#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P55265,http://www.phosphosite.org/uniprotAccAction?id=P55265,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000357459,https://thebiogrid.org/106617/summary/homo-sapiens/,TRUE,RG4-BP,,,,,,,,,,,,,,,,
ADD1,ENSG00000087274,ADDA,Homo sapiens,4,2843857,2930076,protein_coding,ENSG00000087274.17, ,https://www.uniprot.org/uniprot/P35611#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P35611,http://www.phosphosite.org/uniprotAccAction?id=P35611,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000264758,https://thebiogrid.org/106631/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
AEBP2,ENSG00000139154,,Homo sapiens,12,19404045,19720801,protein_coding,ENSG00000139154.16, ,https://www.uniprot.org/uniprot/Q6ZN18#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q6ZN18,http://www.phosphosite.org/uniprotAccAction?id=Q6ZN18,,https://thebiogrid.org/125736/summary/homo-sapiens/,,N.D.,,,,,,,,,,,,,,,,
AFF2,ENSG00000155966,FMR2|FMR2P|FRAXE|MRX2|OX19|XLID109,Homo sapiens,X,148500617,149000663,protein_coding,ENSG00000155966.14, ,https://www.uniprot.org/uniprot/P51816#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P51816,http://www.phosphosite.org/uniprotAccAction?id=P51816,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000359489,https://thebiogrid.org/108620/summary/homo-sapiens/,,N.D.,,,,,,,,,,,,,,,,
AFF3,ENSG00000144218,KINS|LAF4|MLLT2-like,Homo sapiens,2,99545419,100192428,protein_coding,ENSG00000144218.19, ,https://www.uniprot.org/uniprot/P51826#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P51826,http://www.phosphosite.org/uniprotAccAction?id=P51826,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000348793,https://thebiogrid.org/110096/summary/homo-sapiens/,,N.D.,,,,,,,,,,,,,,,,
AFF4,ENSG00000072364,AF5Q31|CHOPS|MCEF,Homo sapiens,5,132875395,132963634,protein_coding,ENSG00000072364.13,-,https://www.uniprot.org/uniprot/Q9UHB7#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9UHB7,http://www.phosphosite.org/uniprotAccAction?id=Q9UHB7,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000265343,https://thebiogrid.org/118016/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
AFG3L2,ENSG00000141385,OPA12|SCA28|SPAX5,Homo sapiens,18,12328944,12377227,protein_coding,ENSG00000141385.10,-,https://www.uniprot.org/uniprot/Q9Y4W6#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9Y4W6,http://www.phosphosite.org/uniprotAccAction?id=Q9Y4W6,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000269143,https://thebiogrid.org/116139/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
AGK,ENSG00000006530,CATC5|CTRCT38|MTDPS10|MULK,Homo sapiens,7,141551278,141655244,protein_coding,ENSG00000006530.18, ,https://www.uniprot.org/uniprot/Q53H12#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q53H12,http://www.phosphosite.org/uniprotAccAction?id=Q53H12,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000347581,https://thebiogrid.org/120868/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
AGO1,ENSG00000092847,EIF2C|EIF2C1|GERP95|Q99|hAgo1,Homo sapiens,1,35869808,35930532,protein_coding,ENSG00000092847.13, ,https://www.uniprot.org/uniprot/Q9UL18#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9UL18,http://www.phosphosite.org/uniprotAccAction?id=Q9UL18,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000362300,https://thebiogrid.org/117726/summary/homo-sapiens/,TRUE,RG4-BP,,,,,,,,,,,,,,,,
AGTPBP1,ENSG00000135049,CCP1|CONDCA|NNA1,Homo sapiens,9,85546539,85742029,protein_coding,ENSG00000135049.16, ,https://www.uniprot.org/uniprot/Q9UPW5#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9UPW5,http://www.phosphosite.org/uniprotAccAction?id=Q9UPW5,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000365251,https://thebiogrid.org/116885/summary/homo-sapiens/,,RG4-BP,,,,,,,,,,,,,,,,
AICDA,ENSG00000111732,AID|ARP2|CDA2|HEL-S-284|HIGM2,Homo sapiens,12,8602170,8612867,protein_coding,ENSG00000111732.11, ,https://www.uniprot.org/uniprot/Q9GZX7#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9GZX7,http://www.phosphosite.org/uniprotAccAction?id=Q9GZX7,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000229335,https://thebiogrid.org/121497/summary/homo-sapiens/,,N.D.,,,,,,,,,,,,,,,,
AIFM1,ENSG00000156709,AIF|AUNX1|CMT2D|CMTX4|COWCK|COXPD6|DFNX5|NADMR|NAMSD|PDCD8|SEMDHL,Homo sapiens,X,130124666,130165879,protein_coding,ENSG00000156709.15,-,https://www.uniprot.org/uniprot/O95831#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=O95831,http://www.phosphosite.org/uniprotAccAction?id=O95831,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000287295,https://thebiogrid.org/114579/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
AIMP1,ENSG00000164022,EMAP2|EMAPII|HLD3|SCYE1|p43,Homo sapiens,4,106315544,106349456,protein_coding,ENSG00000164022.17,-,https://www.uniprot.org/uniprot/Q12904#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q12904,http://www.phosphosite.org/uniprotAccAction?id=Q12904,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000378191,https://thebiogrid.org/114679/summary/homo-sapiens/,TRUE,RG4-BP,,,,,,,,,,,,,,,,
AIMP2,ENSG00000106305,HLD17|JTV-1|JTV1|P38,Homo sapiens,7,6009255,6023834,protein_coding,ENSG00000106305.10,-,https://www.uniprot.org/uniprot/Q13155#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q13155,http://www.phosphosite.org/uniprotAccAction?id=Q13155,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000223029,https://thebiogrid.org/113684/summary/homo-sapiens/,TRUE,RG4-BP,,,,,,,,,,,,,,,,
AKAP1,ENSG00000121057,AKAP|AKAP121|AKAP149|AKAP84|D-AKAP1|PPP1R43|PRKA1|SAKAP84|TDRD17,Homo sapiens,17,57085092,57121346,protein_coding,ENSG00000121057.13,-,https://www.uniprot.org/uniprot/Q92667#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q92667,http://www.phosphosite.org/uniprotAccAction?id=Q92667,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000337736,https://thebiogrid.org/113818/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
AKAP17A,ENSG00000197976,721P|AKAP-17A|CCDC133|CXYorf3|DXYS155E|PRKA17A|SFRS17A|XE7|XE7Y,Homo sapiens,X,1591604,1602520,protein_coding,ENSG00000197976.12,-,https://www.uniprot.org/uniprot/Q02040#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q02040,http://www.phosphosite.org/uniprotAccAction?id=Q02040,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000324827,https://thebiogrid.org/113860/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
AAAS,ENSG00000094914,AAA|AAASb|ADRACALA|ADRACALIN|ALADIN|GL003,Homo sapiens,12,53307456,53324864,protein_coding,ENSG00000094914.14,-,https://www.uniprot.org/uniprot/Q9NRG9#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9NRG9,http://www.phosphosite.org/uniprotAccAction?id=Q9NRG9,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000209873,https://thebiogrid.org/113759/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
AARS2,ENSG00000124608,AARSL|COXPD8|LKENP|MT-ALARS|MTALARS,Homo sapiens,6,44298731,44313347,protein_coding,ENSG00000124608.5,-,https://www.uniprot.org/uniprot/Q5JTZ9#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q5JTZ9,http://www.phosphosite.org/uniprotAccAction?id=Q5JTZ9,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000244571,https://thebiogrid.org/121569/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ABCD3,ENSG00000117528,ABC43|CBAS5|PMP70|PXMP1|ZWS2,Homo sapiens,1,94418389,94518666,protein_coding,ENSG00000117528.14,-,https://www.uniprot.org/uniprot/P28288#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P28288,http://www.phosphosite.org/uniprotAccAction?id=P28288,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000359233,https://thebiogrid.org/111783/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ABCF2,ENSG00000033050,ABC28|EST133090|HUSSY-18|HUSSY18,Homo sapiens,7,151211484,151227205,protein_coding,ENSG00000033050.9,-,https://www.uniprot.org/uniprot/Q9UG63#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9UG63,http://www.phosphosite.org/uniprotAccAction?id=Q9UG63,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000222388,https://thebiogrid.org/115372/summary/homo-sapiens/,TRUE,G-rich-BP,,,,,,,,,,,,,,,,
ABT1,ENSG00000146109,Esf2|hABT1,Homo sapiens,6,26596953,26600739,protein_coding,ENSG00000146109.5,-,https://www.uniprot.org/uniprot/Q9ULW3#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9ULW3,http://www.phosphosite.org/uniprotAccAction?id=Q9ULW3,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000274849,https://thebiogrid.org/118909/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ACBD3,ENSG00000182827,GCP60|GOCAP1|GOLPH1|PAP7,Homo sapiens,1,226144679,226186741,protein_coding,ENSG00000182827.9,-,https://www.uniprot.org/uniprot/Q9H3P7#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9H3P7,http://www.phosphosite.org/uniprotAccAction?id=Q9H3P7,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000355777,https://thebiogrid.org/122262/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ACIN1,ENSG00000100813,ACINUS|ACN|fSAP152,Homo sapiens,14,23058564,23095614,protein_coding,ENSG00000100813.14,-,https://www.uniprot.org/uniprot/Q9UKV3#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9UKV3,http://www.phosphosite.org/uniprotAccAction?id=Q9UKV3,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000262710,https://thebiogrid.org/116634/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ACOT9,ENSG00000123130,ACATE2|CGI-16|MT-ACT48|MTACT48,Homo sapiens,X,23701055,23766475,protein_coding,ENSG00000123130.17,-,https://www.uniprot.org/uniprot/Q9Y305#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9Y305,http://www.phosphosite.org/uniprotAccAction?id=Q9Y305,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000368605,https://thebiogrid.org/117132/summary/homo-sapiens/,,G-rich-BP,,,,,,,,,,,,,,,,
ACTA1,ENSG00000143632,ACTA|ASMA|CFTD|CFTD1|CFTDM|MPFD|NEM1|NEM2|NEM3|SHPM,Homo sapiens,1,229431245,229434098,protein_coding,ENSG00000143632.14,-,https://www.uniprot.org/uniprot/P68133#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P68133,http://www.phosphosite.org/uniprotAccAction?id=P68133,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000355645,https://thebiogrid.org/106573/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ACTB,ENSG00000075624,BRWS1|PS1TP5BP1,Homo sapiens,7,5526409,5563902,protein_coding,ENSG00000075624.17,-,https://www.uniprot.org/uniprot/P60709#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P60709,http://www.phosphosite.org/uniprotAccAction?id=P60709,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000349960,https://thebiogrid.org/106575/summary/homo-sapiens/,,N.D.,,,,,,,,,,,,,,,,
ATP5F1A,ENSG00000152234,ATP5A|ATP5A1|ATP5AL2|ATPM|COXPD22|HEL-S-123m|MC5DN4|MOM2|OMR|ORM|hATP1,Homo sapiens,18,46080248,46104334,protein_coding,ENSG00000152234.16,-,https://www.uniprot.org/uniprot/P25705#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P25705,http://www.phosphosite.org/uniprotAccAction?id=P25705,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000282050,https://thebiogrid.org/106987/summary/homo-sapiens/,,N.D.,,,,,,,,,,,,,,,,
ATP5F1C,ENSG00000165629,ATP5C|ATP5C1|ATP5CL1,Homo sapiens,10,7788147,7807815,protein_coding,ENSG00000165629.20,-,https://www.uniprot.org/uniprot/P36542#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P36542,http://www.phosphosite.org/uniprotAccAction?id=P36542,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000349142,https://thebiogrid.org/106997/summary/homo-sapiens/,,N.D.,,,,,,,,,,,,,,,,
HNRNPDL,ENSG00000152795,HNRNP|HNRPDL|JKTBP|JKTBP2|LGMD1G|LGMDD3|laAUF1,Homo sapiens,4,82422564,82430408,protein_coding,ENSG00000152795.17,-,https://www.uniprot.org/uniprot/O14979#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=O14979,http://www.phosphosite.org/uniprotAccAction?id=O14979,,https://thebiogrid.org/115308/summary/homo-sapiens/,TRUE,RG4-BP,,,,,,,,,,,,,,,,
MARS1,ENSG00000166986,CMT2U|ILFS2|ILLD|MARS|METRS|MRS|MTRNS|SPG70,Homo sapiens,12,57475445,57517569,protein_coding,ENSG00000166986.15,-,https://www.uniprot.org/uniprot/P56192#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P56192,http://www.phosphosite.org/uniprotAccAction?id=P56192,,https://thebiogrid.org/110311/summary/homo-sapiens/,,N.D.,,,,,,,,,,,,,,,,
CUL4B,ENSG00000158290,CUL-4B|MRXHF2|MRXS15|MRXSC|SFM2,Homo sapiens,X,120523858,120575794,protein_coding,ENSG00000158290.18,-,https://www.uniprot.org/uniprot/Q13620#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q13620,http://www.phosphosite.org/uniprotAccAction?id=Q13620,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000384109,https://thebiogrid.org/114028/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
CXXC1,ENSG00000154832,2410002I16Rik|5830420C16Rik|CFP1|CGBP|HsT2645|PCCX1|PHF18|SPP1|ZCGPC1|hCGBP,Homo sapiens,18,50282343,50288304,protein_coding,ENSG00000154832.15,-,https://www.uniprot.org/uniprot/Q9P0U4#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9P0U4,http://www.phosphosite.org/uniprotAccAction?id=Q9P0U4,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000390475,https://thebiogrid.org/119045/summary/homo-sapiens/,,N.D.,,,,,,,,,,,,,,,,
H4C9,ENSG00000276180,H4-16|H4/m|H4C1|H4C11|H4C12|H4C13|H4C14|H4C15|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4FM|H4M|HIST1H4I,Homo sapiens,6,27138588,27139881,protein_coding,ENSG00000276180.1,-,https://www.uniprot.org/uniprot/P62805#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P62805,http://www.phosphosite.org/uniprotAccAction?id=P62805,,https://thebiogrid.org/299853/summary/homo-sapiens/,,N.D.,,,,,,,,,,,,,,,,
API5,ENSG00000166181,AAC-11|AAC11,Homo sapiens,11,43311963,43344529,protein_coding,ENSG00000166181.13,-,https://www.uniprot.org/uniprot/Q9BZZ5#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9BZZ5,http://www.phosphosite.org/uniprotAccAction?id=Q9BZZ5,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000431391,https://thebiogrid.org/114109/summary/homo-sapiens/,TRUE,RG4-BP,,,,,,,,,,,,,,,,
ZC3H4,ENSG00000130749,C19orf7,Homo sapiens,19,47064187,47113776,protein_coding,ENSG00000130749.10,-,https://www.uniprot.org/uniprot/Q9UPT8#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9UPT8,http://www.phosphosite.org/uniprotAccAction?id=Q9UPT8,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000253048,https://thebiogrid.org/116818/summary/homo-sapiens/,TRUE,RG4-BP,,,,,,,,,,,,,,,,
ZC3H7B,ENSG00000100403,ROXAN1|RoXaN,Homo sapiens,22,41301525,41360147,protein_coding,ENSG00000100403.12,-,https://www.uniprot.org/uniprot/Q9UGR2#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9UGR2,http://www.phosphosite.org/uniprotAccAction?id=Q9UGR2,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000263243,https://thebiogrid.org/116866/summary/homo-sapiens/,TRUE,RG4-BP,,,,,,,,,,,,,,,,
ZC3HAV1,ENSG00000105939,ARTD13|FLB6421|PARP13|ZAP|ZC3H2|ZC3HDC2,Homo sapiens,7,139043515,139109720,protein_coding,ENSG00000105939.13,-,https://www.uniprot.org/uniprot/Q7Z2W4#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q7Z2W4,http://www.phosphosite.org/uniprotAccAction?id=Q7Z2W4,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000242351,https://thebiogrid.org/121203/summary/homo-sapiens/,TRUE,RG4-BP,,,,,,,,,,,,,,,,
ZCCHC3,ENSG00000247315,C20orf99,Homo sapiens,20,297570,300321,protein_coding,ENSG00000247315.4,-,https://www.uniprot.org/uniprot/Q9NUD5#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9NUD5,http://www.phosphosite.org/uniprotAccAction?id=Q9NUD5,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000371789,https://thebiogrid.org/124492/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ZCCHC8,ENSG00000033030,PFBMFT5,Homo sapiens,12,122471599,122501073,protein_coding,ENSG00000033030.15,-,https://www.uniprot.org/uniprot/Q6NZY4#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q6NZY4,http://www.phosphosite.org/uniprotAccAction?id=Q6NZY4,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000337313,https://thebiogrid.org/120739/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ZFR,ENSG00000056097,SPG71|ZFR1,Homo sapiens,5,32354350,32444740,protein_coding,ENSG00000056097.16,-,https://www.uniprot.org/uniprot/Q96KR1#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q96KR1,http://www.phosphosite.org/uniprotAccAction?id=Q96KR1,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000265069,https://thebiogrid.org/119667/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ZGPAT,ENSG00000197114,GPATC6|GPATCH6|KIAA1847|ZC3H9|ZC3HDC9|ZIP,Homo sapiens,20,63707465,63736142,protein_coding,ENSG00000197114.12,-,https://www.uniprot.org/uniprot/Q8N5A5#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q8N5A5,http://www.phosphosite.org/uniprotAccAction?id=Q8N5A5,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000332013,https://thebiogrid.org/124150/summary/homo-sapiens/,,RG4-BP,,,,,,,,,,,,,,,,
ZMYM3,ENSG00000147130,DXS6673E|MYM|XFIM|ZNF198L2|ZNF261,Homo sapiens,X,71239624,71255146,protein_coding,ENSG00000147130.14,-,https://www.uniprot.org/uniprot/Q14202#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q14202,http://www.phosphosite.org/uniprotAccAction?id=Q14202,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000322845,https://thebiogrid.org/114637/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ZNF106,ENSG00000103994,SH3BP3|ZFP106|ZNF474,Homo sapiens,15,42412823,42491141,protein_coding,ENSG00000103994.18,-,https://www.uniprot.org/uniprot/Q9H2Y7#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q9H2Y7,http://www.phosphosite.org/uniprotAccAction?id=Q9H2Y7,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000263805,https://thebiogrid.org/122154/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ZNF326,ENSG00000162664,ZAN75|ZIRD|Zfp326|dJ871E2.1,Homo sapiens,1,89995110,90035533,protein_coding,ENSG00000162664.17,-,https://www.uniprot.org/uniprot/Q5BKZ1#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q5BKZ1,http://www.phosphosite.org/uniprotAccAction?id=Q5BKZ1,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000340796,https://thebiogrid.org/129936/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ALCAM,ENSG00000170017,CD166|MEMD,Homo sapiens,3,105366909,105576900,protein_coding,ENSG00000170017.12,-,https://www.uniprot.org/uniprot/Q13740#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=Q13740,http://www.phosphosite.org/uniprotAccAction?id=Q13740,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000305988,https://thebiogrid.org/106716/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
ALDH18A1,ENSG00000059573,ADCL3|ARCL3A|GSAS|P5CS|PYCS|SPG9|SPG9A|SPG9B,Homo sapiens,10,95605941,95656711,protein_coding,ENSG00000059573.9,-,https://www.uniprot.org/uniprot/P54886#function,http://smart.embl-heidelberg.de/smart/show_motifs.pl?ID=P54886,http://www.phosphosite.org/uniprotAccAction?id=P54886,https://version-11-0b.string-db.org/cgi/network?identifiers=9606.ENSP00000360268,https://thebiogrid.org/111790/summary/homo-sapiens/,TRUE,N.D.,,,,,,,,,,,,,,,,
